customer_id,age,Age_groups,gender,city,annual_income,spend_score,total_orders,avg_order_value,last_purchase_days_ago,loyalty_status,preferred_channel,Profile_richness,spend score blanks%
CUST100797,66,,Male,Hyderabad,1200000,29,30,800,66,,In-store,Higher,
CUST100798,31,,Male,Hyderabad,775000,79,77,,124,,Website,Higher,
CUST100799,32,,Male,Pune,1150000,23,45,2800,145,Platinum,In-store,Higher,
CUST100800,48,,Male,Bengaluru,1075000,3,45,8700,120,,Website,Higher,
CUST100801,18,,Female,Hyderabad,400000,,79,6300,109,,Online,Higher,
CUST100802,,,Male,Delhi,850000,93,45,9000,92,,,Higher,
CUST100803,,,Male,,1625000,45,55,1700,308,Platinum,Online,Higher,
CUST100804,,,Unknown,Mumbai,1800000,8,59,9300,60,Gold,Website,Lower,
CUST100805,20,,,Mumbai,1750000,86,5,3400,350,,,Lower,
CUST100806,33,,Male,,1650000,29,32,1400,227,,In-store,Higher,
CUST100807,40,,Female,Kolkata,600000,2,6,700,240,Gold,Mobile App,Higher,
CUST100808,28,,Female,Delhi,1275000,50,26,6600,212,Gold,In-store,Higher,
CUST100809,29,,Male,Chennai,1350000,65,37,7300,98,Platinum,Mobile App,Higher,
CUST100810,27,,,Hyderabad,675000,20,13,8800,14,Silver,In-store,Lower,
CUST100811,49,,,Kolkata,1550000,52,69,2900,218,Bronze,Website,Lower,
CUST100812,33,,,Delhi,475000,85,25,8100,170,Silver,Online,Lower,
CUST100813,25,,Female,Pune,1225000,37,13,10500,307,Silver,Mobile App,Higher,
CUST100814,55,,,Mumbai,525000,72,20,4700,280,,Website,Lower,
CUST100815,29,,Unknown,Kolkata,unknown,27,72,3700,363,Bronze,Online,Lower,
CUST100816,41,,Male,,425000,47,60,2800,210,Gold,Online,Higher,
CUST100817,45,,,Hyderabad,1500000,99,73,2500,256,Silver,,Lower,
CUST100818,,,Male,Hyderabad,1400000,6,21,1500,171,Platinum,,Higher,
CUST100819,25,,Female,Chennai,1100000,60,61,9200,73,Silver,,Higher,
CUST100820,45,,Unknown,Bengaluru,950000,45,79,500,147,Gold,Mobile App,Lower,
CUST100821,53,,Male,,950000,44,26,3100,340,Silver,Mobile App,Higher,
CUST100822,43,,Male,Hyderabad,850000,83,54,6800,317,,Online,Higher,
CUST100823,25,,Male,Ahmedabad,1850000,18,42,6600,106,,Mobile App,Higher,
CUST100824,67,,Male,,1875000,65,11,3000,94,,Online,Higher,
CUST100825,45,,Male,Hyderabad,900000,25,37,8900,63,Silver,Website,Higher,
CUST100826,45,,,,900000,27,11,3800,154,,In-store,Lower,
CUST100827,54,,,,1275000,7,27,11500,255,Platinum,Online,Lower,
CUST100828,58,,Male,Delhi,unknown,44,34,800,351,Bronze,Online,Higher,
CUST100829,53,,Male,,1425000,29,38,1300,35,Silver,Website,Higher,
CUST100830,44,,Unknown,Chennai,375000,95,61,4000,323,Platinum,,Lower,
CUST100831,,,Unknown,Pune,1975000,44,53,,312,,,Lower,
CUST100832,34,,,Pune,1150000,36,65,3600,296,Platinum,,Lower,
CUST100833,26,,,Pune,unknown,19,3,8300,253,Platinum,,Lower,
CUST100834,50,,Unknown,Delhi,200000,6,67,6900,157,,Online,Lower,
CUST100835,,,,Kolkata,1600000,25,28,11000,134,Gold,Online,Lower,
CUST100836,37,,,Pune,1425000,31,14,4800,129,Silver,Mobile App,Lower,
CUST100837,30,,Female,Mumbai,975000,9,52,10000,280,Silver,Mobile App,Higher,
CUST100838,45,,,Delhi,1350000,84,30,8800,358,Silver,In-store,Lower,
CUST100839,65,,Unknown,Kolkata,825000,74,58,3100,252,Bronze,In-store,Lower,
CUST100840,46,,,Mumbai,450000,37,54,6200,135,Platinum,,Lower,
CUST100841,30,,Male,Mumbai,1850000,27,69,5600,331,Silver,Mobile App,Higher,
CUST100842,63,,Male,Mumbai,1800000,13,15,9500,11,,Online,Higher,
CUST100843,52,,,Ahmedabad,1650000,41,38,7100,292,Gold,Website,Lower,
CUST100844,23,,Female,Chennai,1625000,66,78,7600,148,,Mobile App,Higher,
CUST100845,35,,Female,Chennai,1900000,85,14,7600,319,,Online,Higher,
CUST100846,68,,,Delhi,725000,97,57,11900,80,Bronze,Mobile App,Lower,
CUST100847,22,,Unknown,Mumbai,1700000,24,59,1100,191,,,Lower,
CUST100848,64,,Female,,1650000,44,8,8700,344,Gold,Mobile App,Higher,
CUST100849,42,,Female,,700000,98,72,7900,30,Platinum,,Higher,
CUST100850,19,,Male,Kolkata,875000,60,19,1200,359,,,Higher,
CUST100851,27,,Male,Chennai,1625000,9,32,10400,229,,Online,Higher,
CUST100852,47,,,Pune,575000,2,29,7700,84,,,Lower,
CUST100853,67,,Male,Delhi,1525000,56,41,7000,150,Platinum,Mobile App,Higher,
CUST100854,62,,,Kolkata,1450000,30,75,6000,361,Silver,,Lower,
CUST100855,22,,,Delhi,300000,22,45,11200,189,Gold,,Lower,
CUST100856,NA,,Male,,1850000,75,13,9700,21,,Website,Higher,
CUST100857,50,,Male,Ahmedabad,1925000,81,27,11500,37,,,Higher,
CUST100858,,,Female,Ahmedabad,1425000,100,19,5400,246,Gold,,Higher,
CUST100859,18,,Female,Mumbai,225000,13,26,3600,283,Bronze,,Higher,
CUST100860,35,,Male,Ahmedabad,975000,71,53,10800,102,,In-store,Higher,
CUST100861,49,,,Delhi,1850000,16,51,3700,294,Bronze,Website,Lower,
CUST100862,64,,,Pune,950000,97,37,10500,232,,Online,Lower,
CUST100863,66,,,Mumbai,1850000,45,9,10500,316,,,Lower,
CUST100864,28,,Male,Hyderabad,1075000,65,52,3500,326,Silver,,Higher,
CUST100865,38,,Male,Kolkata,775000,11,54,7400,288,Gold,Website,Higher,
CUST100866,43,,Female,,150000,70,3,3400,336,Gold,Online,Higher,
CUST100867,42,,Male,Mumbai,225000,20,69,5700,245,Platinum,Website,Higher,
CUST100868,39,,Unknown,Delhi,1100000,99,8,9900,177,,,Lower,
CUST100869,44,,Male,Kolkata,1475000,63,14,1000,213,,In-store,Higher,
CUST100870,66,,,Pune,950000,,3,4800,358,Bronze,,Lower,
CUST100871,30,,Unknown,Bengaluru,950000,90,24,1600,102,,,Lower,
CUST100872,50,,Unknown,,1925000,12,13,10000,286,Gold,Online,Lower,
CUST100873,51,,Unknown,Delhi,625000,62,43,1000,22,,Online,Lower,
CUST100874,58,,Female,,525000,94,29,11700,19,Platinum,,Higher,
CUST100875,52,,Male,Chennai,650000,92,72,10800,287,Platinum,Mobile App,Higher,
CUST100876,18,,,Bengaluru,1250000,91,51,7300,276,Gold,,Lower,
CUST100877,38,,Male,Kolkata,1675000,42,42,7900,147,Gold,Online,Higher,
CUST100878,65,,Female,Ahmedabad,900000,83,31,5600,40,Gold,,Higher,
CUST100879,NA,,Male,Delhi,1175000,69,63,2300,167,,,Higher,
CUST100880,23,,Female,,425000,58,26,11300,91,,Online,Higher,
CUST100881,45,,,Kolkata,1750000,5,18,9800,72,Silver,In-store,Lower,
CUST100882,34,,,Ahmedabad,1950000,27,57,7700,,,In-store,Lower,
CUST100883,22,,Male,Pune,200000,28,7,1600,283,,,Higher,
CUST100884,48,,Female,Pune,350000,26,48,7700,335,Bronze,In-store,Higher,
CUST100885,22,,,,1400000,91,,400,140,,,Lower,
CUST100886,55,,,Mumbai,525000,49,60,10000,239,Silver,,Lower,
CUST100887,20,,Female,Chennai,200000,21,33,6300,78,Silver,Online,Higher,
CUST100888,,,,Mumbai,725000,1,3,11000,199,Platinum,,Lower,
CUST100889,40,,,Chennai,1950000,92,4,11300,17,,In-store,Lower,
CUST100890,54,,,Delhi,450000,58,4,1900,218,Silver,In-store,Lower,
CUST100891,,,Male,Hyderabad,175000,79,42,8000,229,Platinum,Website,Higher,
CUST100892,54,,Male,,1900000,55,9,9100,340,Bronze,Website,Higher,
CUST100893,27,,Male,,650000,81,51,5000,138,Platinum,In-store,Higher,
CUST100894,27,,,,600000,26,17,9300,147,Bronze,,Lower,
CUST100895,36,,Female,Bengaluru,1300000,84,17,1000,210,,Mobile App,Higher,
CUST100896,34,,Unknown,Ahmedabad,675000,25,20,5800,158,,,Lower,
CUST100897,38,,Unknown,Bengaluru,,77,14,1900,153,Gold,Website,Lower,
CUST100898,31,,Female,Pune,950000,33,22,7100,344,Gold,,Higher,
CUST100899,26,,Unknown,Chennai,925000,89,52,1400,330,Platinum,Website,Lower,
CUST100900,63,,Unknown,Ahmedabad,1725000,72,27,4000,358,Gold,Online,Lower,
CUST100901,18,,Male,Pune,1100000,69,43,2000,352,,Online,Higher,
CUST100902,68,,Male,Ahmedabad,1925000,6,3,2800,163,Platinum,In-store,Higher,
CUST100903,62,,,Mumbai,1175000,23,8,9700,307,Silver,Online,Lower,
CUST100904,30,,Female,Pune,350000,30,10,3900,101,,Online,Higher,
CUST100905,21,,Male,Mumbai,750000,78,29,7200,327,Platinum,Mobile App,Higher,
CUST100906,18,,,Mumbai,175000,54,40,4300,327,,,Lower,
CUST100907,66,,Female,Ahmedabad,600000,87,65,8100,155,Bronze,In-store,Higher,
CUST100908,57,,Female,Kolkata,625000,11,21,4400,10,Gold,Mobile App,Higher,
CUST100909,49,,Female,Bengaluru,1875000,31,24,11500,353,Gold,In-store,Higher,
CUST100910,51,,,Pune,550000,6,73,9200,183,Gold,,Lower,
CUST100911,45,,Female,,1825000,11,60,11700,134,Platinum,In-store,Higher,
CUST100912,48,,Female,Kolkata,200000,77,26,7800,6,,,Higher,
CUST100913,25,,Female,Bengaluru,1400000,12,9,4300,333,Bronze,,Higher,
CUST100914,56,,Female,Pune,775000,66,20,4900,333,Gold,,Higher,
CUST100915,43,,Unknown,Chennai,1525000,53,56,1600,258,,Online,Lower,
CUST100916,51,,,Bengaluru,1725000,99,36,300,211,Silver,,Lower,
CUST100917,,,,,325000,36,36,1900,51,,Mobile App,Lower,
CUST100918,,,Female,,1050000,17,73,9900,147,Silver,Mobile App,Higher,
CUST100919,20,,Female,Delhi,800000,28,22,5700,128,Bronze,Website,Higher,
CUST100920,67,,,Mumbai,1250000,92,1,9500,258,Gold,Mobile App,Lower,
CUST100921,29,,Male,Delhi,225000,22,69,5500,51,Silver,,Higher,
CUST100922,18,,,Kolkata,1050000,,73,,154,,,Lower,
CUST100923,,,,,1900000,7,37,11100,70,,Website,Lower,
CUST100924,61,,,Mumbai,950000,15,72,3300,276,,Online,Lower,
CUST100925,22,,,Pune,900000,96,13,6400,279,Silver,Mobile App,Lower,
CUST100926,47,,Male,Kolkata,1500000,11,43,1000,310,Gold,,Higher,
CUST100927,47,,,,425000,24,37,3200,134,,Website,Lower,
CUST100928,34,,Unknown,Ahmedabad,400000,67,74,7900,220,Bronze,Mobile App,Lower,
CUST100929,65,,,Pune,1925000,30,25,8200,163,Gold,Online,Lower,
CUST100930,64,,Unknown,Bengaluru,925000,70,21,6800,136,Platinum,,Lower,
CUST100931,40,,,Ahmedabad,1550000,66,41,4700,57,Silver,,Lower,
CUST100932,32,,Male,Kolkata,1075000,61,73,2000,177,Platinum,Online,Higher,
CUST100933,54,,Male,Bengaluru,1625000,78,42,10100,115,Silver,Mobile App,Higher,
CUST100934,38,,Male,,600000,41,42,4700,149,Bronze,In-store,Higher,
CUST100935,31,,,Delhi,1525000,82,2,2100,241,Gold,Mobile App,Lower,
CUST100936,19,,Unknown,Bengaluru,475000,51,68,7900,123,,Website,Lower,
CUST100937,28,,Unknown,Delhi,950000,44,8,11700,292,Gold,Website,Lower,
CUST100938,68,,Unknown,Mumbai,375000,95,61,7000,327,Silver,Mobile App,Lower,
CUST100939,56,,Male,Chennai,1725000,13,14,8500,69,,,Higher,
CUST100940,55,,Unknown,Hyderabad,1725000,90,77,5200,314,Platinum,Website,Lower,
CUST100941,51,,Male,Pune,1675000,12,21,2700,63,,In-store,Higher,
CUST100942,55,,Male,Hyderabad,1825000,82,24,4000,221,,,Higher,
CUST100943,67,,Male,Mumbai,1200000,9,50,11700,16,Gold,In-store,Higher,
CUST100944,51,,,Bengaluru,1600000,85,45,9700,78,Gold,,Lower,
CUST100945,35,,,Mumbai,1425000,48,64,3800,122,Silver,Website,Lower,
CUST100946,47,,Male,Hyderabad,600000,49,64,7000,258,,,Higher,
CUST100947,32,,,Hyderabad,650000,53,26,5800,217,Platinum,Mobile App,Lower,
CUST100948,44,,,Pune,675000,56,32,4100,114,,,Lower,
CUST100949,68,,,Ahmedabad,350000,40,57,6500,146,,,Lower,
CUST100950,51,,Female,,350000,24,53,900,237,,In-store,Higher,
CUST100951,69,,Female,Mumbai,1950000,98,33,,86,Silver,,Higher,
CUST100952,55,,Female,Chennai,800000,72,52,6000,167,,Online,Higher,
CUST100953,50,,,,550000,33,18,8200,129,Platinum,Website,Lower,
CUST100954,41,,Female,Mumbai,1225000,23,35,6100,165,,Mobile App,Higher,
CUST100955,32,,Female,,1250000,77,12,5000,277,Bronze,In-store,Higher,
CUST100956,47,,Female,Kolkata,325000,54,51,700,257,,,Higher,
CUST100957,NA,,,Kolkata,575000,53,10,11300,132,Bronze,Mobile App,Lower,
CUST100958,59,,Female,Hyderabad,950000,49,52,8900,58,Platinum,Website,Higher,
CUST100959,68,,Female,Kolkata,150000,78,34,3800,257,,Mobile App,Higher,
CUST100960,34,,,Delhi,,78,67,9800,141,,Website,Lower,
CUST100961,22,,Female,Chennai,275000,80,39,9000,174,,Website,Higher,
CUST100962,46,,Unknown,Kolkata,1150000,49,8,2700,175,,Website,Lower,
CUST100963,21,,,Bengaluru,1500000,,29,4700,209,Silver,,Lower,
CUST100964,27,,,Delhi,250000,60,22,9400,204,Gold,Website,Lower,
CUST100965,34,,,,1600000,90,70,2100,7,,Mobile App,Lower,
CUST100966,27,,,Delhi,575000,90,61,900,51,Silver,Online,Lower,
CUST100967,34,,Female,Mumbai,1350000,65,43,11000,259,Platinum,Mobile App,Higher,
CUST100968,37,,Unknown,Hyderabad,1750000,32,49,6000,178,,,Lower,
CUST100969,41,,Male,Pune,1475000,79,29,10700,31,,Website,Higher,
CUST100970,22,,,Pune,1650000,21,,8300,356,,Online,Lower,
CUST100971,51,,Female,,325000,18,31,6800,318,,,Higher,
CUST100972,23,,Female,Chennai,200000,94,53,8200,154,Bronze,In-store,Higher,
CUST100973,,,,Mumbai,750000,60,34,4100,364,,In-store,Lower,
CUST100974,19,,,Pune,1850000,13,38,2000,55,,In-store,Lower,
CUST100975,30,,,Hyderabad,1500000,24,57,10500,156,,Online,Lower,
CUST100976,60,,Female,,1125000,30,4,300,44,,Mobile App,Higher,
CUST100977,60,,Female,Pune,1375000,2,2,6500,81,Silver,Online,Higher,
CUST100978,65,,Female,Bengaluru,950000,83,12,500,166,Platinum,Online,Higher,
CUST100979,28,,,Delhi,575000,25,35,2300,30,Bronze,Online,Lower,
CUST100980,68,,Male,Pune,1550000,50,70,3200,322,,In-store,Higher,
CUST100981,64,,Male,Mumbai,525000,14,72,1300,136,Platinum,,Higher,
CUST100982,40,,Female,Kolkata,1075000,6,21,2400,14,Bronze,Mobile App,Higher,
CUST100983,NA,,Male,Kolkata,1150000,76,61,11300,357,Bronze,,Higher,
CUST100984,33,,,,300000,84,35,5900,106,Bronze,,Lower,
CUST100985,48,,Male,Kolkata,1450000,87,48,9100,359,,Online,Higher,
CUST100986,28,,,,1700000,30,15,500,318,Silver,Mobile App,Lower,
CUST100987,,,Male,Mumbai,925000,30,71,3200,75,,,Higher,
CUST100988,33,,Female,Chennai,1075000,38,15,9000,79,,Website,Higher,
CUST100989,25,,Unknown,Kolkata,675000,58,6,4700,194,Platinum,Online,Lower,
CUST100990,21,,Female,,525000,94,,3800,363,Gold,Online,Higher,
CUST100991,57,,Female,Hyderabad,1425000,41,68,8900,96,Gold,Online,Higher,
CUST100992,21,,,Delhi,850000,94,22,,40,Gold,Website,Lower,
CUST100993,42,,,Kolkata,525000,57,32,7400,256,Platinum,Website,Lower,
CUST100994,20,,Male,,,36,22,6600,107,,In-store,Higher,
CUST100995,49,,,Mumbai,550000,64,27,5600,17,Platinum,,Lower,
CUST100996,20,,Female,Kolkata,1725000,98,15,7000,15,Bronze,Mobile App,Higher,
CUST100997,44,,Male,Pune,450000,16,44,5200,272,,,Higher,
CUST100998,46,,,Kolkata,1925000,88,9,10500,13,,Online,Lower,
CUST100999,49,,Unknown,,1525000,78,34,10900,247,Bronze,,Lower,
CUST101000,67,,Female,Bengaluru,250000,90,73,3300,214,,Online,Higher,
CUST101001,68,,Male,Bengaluru,425000,72,15,3100,151,,,Higher,
CUST101002,36,,Unknown,Kolkata,1150000,14,62,6100,292,Bronze,In-store,Lower,
CUST101003,38,,Female,Delhi,200000,31,45,3800,43,Platinum,,Higher,
CUST101004,22,,Male,Mumbai,950000,66,72,7900,114,Gold,Online,Higher,
CUST101005,35,,Male,,1375000,68,58,10700,330,,,Higher,
CUST101006,45,,Male,,1525000,65,19,7500,81,,In-store,Higher,
CUST101007,59,,Male,Kolkata,350000,55,16,,350,Silver,,Higher,
CUST101008,39,,Male,Kolkata,1375000,84,75,8700,141,,,Higher,
CUST101009,38,,Male,Bengaluru,850000,78,8,11700,30,Gold,Mobile App,Higher,
CUST101010,23,,Male,,1100000,40,33,6900,30,,In-store,Higher,
CUST101011,18,,Female,Delhi,1250000,25,74,9100,266,Silver,,Higher,
CUST101012,22,,Female,Kolkata,550000,25,18,9100,99,Platinum,Online,Higher,
CUST101013,58,,Female,,1525000,3,35,7800,94,,Website,Higher,
CUST101014,29,,Female,Mumbai,1275000,69,43,9500,211,,Website,Higher,
CUST101015,43,,Female,Chennai,1800000,,50,1300,295,Platinum,In-store,Higher,
CUST101016,63,,,Pune,1850000,26,3,11800,37,Silver,Website,Lower,
CUST101017,51,,Male,Kolkata,475000,40,59,1300,89,Bronze,Mobile App,Higher,
CUST101018,66,,Unknown,,1800000,38,28,11500,255,,In-store,Lower,
CUST101019,31,,Male,Kolkata,700000,38,46,2800,214,Platinum,Online,Higher,
CUST101020,43,,Male,,1650000,68,64,5500,14,,Online,Higher,
CUST101021,62,,,Delhi,700000,7,70,1600,192,,In-store,Lower,
CUST101022,44,,Female,Chennai,800000,94,47,6600,295,,Website,Higher,
CUST101023,26,,Male,Hyderabad,1475000,30,14,8200,182,Platinum,Website,Higher,
CUST101024,43,,Unknown,Mumbai,375000,19,7,1200,130,Gold,Online,Lower,
CUST101025,64,,Male,Mumbai,unknown,35,74,3300,224,Platinum,Mobile App,Higher,
CUST101026,39,,Female,,525000,33,79,9700,43,Silver,,Higher,
CUST101027,64,,,Bengaluru,1150000,33,31,3800,181,Platinum,Website,Lower,
CUST101028,47,,Female,,1500000,78,,1200,169,,Mobile App,Higher,
CUST101029,60,,Unknown,Bengaluru,1650000,38,51,2800,264,Platinum,Website,Lower,
CUST101030,65,,Male,Ahmedabad,1350000,10,29,2200,96,Platinum,,Higher,
CUST101031,34,,Female,,1950000,57,15,4600,203,,In-store,Higher,
CUST101032,43,,Male,Mumbai,1425000,28,76,6400,321,Platinum,,Higher,
CUST101033,53,,Male,Delhi,175000,78,25,7500,335,,Online,Higher,
CUST101034,18,,,,1375000,100,61,8100,68,Silver,In-store,Lower,
CUST101035,25,,Female,Delhi,1200000,38,41,1100,92,,Website,Higher,
CUST101036,66,,,Chennai,unknown,16,69,7300,266,Silver,,Lower,
CUST101037,52,,,Delhi,325000,21,4,9200,331,Silver,Online,Lower,
CUST101038,69,,Unknown,Kolkata,1600000,92,57,2600,178,,,Lower,
CUST101039,32,,Unknown,,1750000,97,31,1400,151,Platinum,,Lower,
CUST101040,64,,Male,Kolkata,425000,6,3,6200,317,,,Higher,
CUST101041,39,,Unknown,Pune,225000,41,67,8600,47,Gold,,Lower,
CUST101042,31,,Unknown,,unknown,15,50,8000,3,,Website,Lower,
CUST101043,43,,Male,Mumbai,1150000,3,17,8800,103,,Online,Higher,
CUST101044,45,,Female,,300000,43,60,1800,273,Platinum,Website,Higher,
CUST101045,40,,Male,,1850000,47,74,3100,22,Silver,,Higher,
CUST101046,31,,Male,Hyderabad,1850000,99,66,3400,116,Bronze,In-store,Higher,
CUST101047,41,,Female,Hyderabad,875000,14,75,8500,347,Gold,In-store,Higher,
CUST101048,19,,,Pune,1950000,66,24,,104,,Mobile App,Lower,
CUST101049,62,,Male,,275000,29,32,3700,259,Platinum,,Higher,
CUST101050,43,,,Ahmedabad,600000,4,19,4500,308,Gold,,Lower,
CUST101051,31,,Male,Ahmedabad,1775000,26,66,9800,298,Bronze,Website,Higher,
CUST101052,68,,Unknown,Ahmedabad,375000,12,60,,130,Bronze,Mobile App,Lower,
CUST101053,24,,Female,Mumbai,525000,2,66,5500,295,Bronze,,Higher,
CUST101054,20,,Male,Mumbai,1050000,17,15,2200,302,,Mobile App,Higher,
CUST101055,64,,Male,Ahmedabad,unknown,35,35,11700,48,,Online,Higher,
CUST101056,40,,Female,Hyderabad,unknown,10,69,10600,27,Gold,Website,Higher,
CUST101057,63,,Unknown,,925000,86,27,8600,15,,,Lower,
CUST101058,60,,Female,Delhi,1300000,43,7,1000,263,Bronze,,Higher,
CUST101059,64,,Male,,1925000,21,6,10100,,Platinum,In-store,Higher,
CUST101060,62,,Unknown,Ahmedabad,1200000,15,33,4400,298,Bronze,Online,Lower,
CUST101061,35,,,,1025000,35,58,7900,265,,Mobile App,Lower,
CUST101062,55,,,Chennai,775000,85,49,10700,361,Bronze,In-store,Lower,
CUST101063,52,,Female,Mumbai,375000,85,17,7200,134,Bronze,,Higher,
CUST101064,68,,Male,Mumbai,900000,85,42,11300,76,,Website,Higher,
CUST101065,32,,Male,Hyderabad,850000,60,72,1800,30,,Mobile App,Higher,
CUST101066,42,,,Delhi,250000,44,40,7100,340,Platinum,,Lower,
CUST101067,NA,,Female,Ahmedabad,unknown,96,46,5500,126,,,Higher,
CUST101068,54,,,,150000,5,71,4700,84,Platinum,Mobile App,Lower,
CUST101069,45,,Male,Hyderabad,200000,73,70,5300,54,Silver,In-store,Higher,
CUST101070,27,,Female,Hyderabad,1800000,18,68,10000,,Silver,Online,Higher,
CUST101071,56,,Male,Delhi,1900000,21,1,800,283,,In-store,Higher,
CUST101072,34,,Female,Kolkata,1000000,72,79,3500,340,Bronze,Website,Higher,
CUST101073,56,,,Ahmedabad,500000,98,52,8100,263,Gold,Website,Lower,
CUST101074,39,,Male,,1800000,74,35,1700,360,Bronze,Mobile App,Higher,
CUST101075,43,,Unknown,Mumbai,875000,51,69,1600,222,,In-store,Lower,
CUST101076,61,,Female,Delhi,,41,5,4100,328,Platinum,Online,Higher,
CUST101077,42,,Unknown,,1200000,24,17,6500,2,Bronze,,Lower,
CUST101078,34,,Unknown,Chennai,1625000,24,53,700,306,Silver,Website,Lower,
CUST101079,30,,Female,Hyderabad,1125000,96,52,11800,146,,Online,Higher,
CUST101080,37,,,Delhi,1750000,97,14,9200,18,,,Lower,
CUST101081,42,,Female,Mumbai,850000,38,29,11400,16,Bronze,Mobile App,Higher,
CUST101082,21,,Male,,1975000,44,8,8300,308,,Online,Higher,
CUST101083,27,,Male,Mumbai,600000,57,1,10900,159,Bronze,Mobile App,Higher,
CUST101084,20,,,Chennai,200000,59,29,11300,340,Platinum,,Lower,
CUST101085,58,,Male,Delhi,1025000,34,36,5400,352,Platinum,Online,Higher,
CUST101086,62,,,Chennai,1200000,75,51,1800,298,Platinum,Online,Lower,
CUST101087,35,,,Ahmedabad,500000,95,37,10100,209,,,Lower,
CUST101088,64,,Male,Ahmedabad,1150000,82,69,4000,205,Gold,,Higher,
CUST101089,53,,Female,,1025000,23,53,5500,113,,In-store,Higher,
CUST101090,64,,Unknown,Hyderabad,unknown,86,52,8900,178,,Online,Lower,
CUST101091,39,,,Kolkata,950000,43,12,7900,209,,,Lower,
CUST101092,51,,Unknown,Bengaluru,250000,82,52,9900,124,Silver,Online,Lower,
CUST101093,64,,Unknown,,475000,40,1,9500,15,Silver,,Lower,
CUST101094,25,,Female,Chennai,1825000,47,7,5500,346,,Website,Higher,
CUST101095,57,,Male,,1300000,41,17,4800,298,Bronze,In-store,Higher,
CUST101096,66,,,,1475000,47,43,10000,45,,Online,Lower,
CUST101097,61,,Female,,225000,20,71,10000,94,Gold,,Higher,
CUST101098,36,,Female,,350000,77,17,9300,107,Silver,Mobile App,Higher,
CUST101099,59,,Male,Mumbai,1450000,65,59,1700,278,Silver,,Higher,
CUST101100,58,,Female,Delhi,unknown,68,3,6100,128,,In-store,Higher,
CUST101101,54,,,Hyderabad,1625000,24,29,5200,38,Silver,Website,Lower,
CUST101102,23,,Female,Bengaluru,1275000,100,22,1100,97,,Website,Higher,
CUST101103,69,,Female,Delhi,1475000,36,38,2800,198,Silver,Website,Higher,
CUST101104,43,,Unknown,Mumbai,1975000,45,54,500,192,Silver,,Lower,
CUST101105,51,,Female,,1050000,2,50,10200,357,,,Higher,
CUST101106,62,,,Bengaluru,700000,28,69,4900,7,,Mobile App,Lower,
CUST101107,23,,,Mumbai,800000,26,30,700,44,Bronze,Mobile App,Lower,
CUST101108,54,,Male,Mumbai,1875000,23,23,6400,332,Silver,,Higher,
CUST101109,50,,Female,Mumbai,1775000,79,47,8600,7,Silver,Online,Higher,
CUST101110,,,Unknown,Ahmedabad,1650000,36,21,8600,194,Silver,,Lower,
CUST101111,39,,Female,Bengaluru,unknown,91,20,700,316,Gold,Mobile App,Higher,
CUST101112,38,,Male,Mumbai,1400000,6,23,1200,1,,Mobile App,Higher,
CUST101113,23,,Male,Kolkata,1375000,35,68,8200,62,Silver,Online,Higher,
CUST101114,23,,Unknown,,600000,38,21,6500,343,Gold,,Lower,
CUST101115,NA,,Male,Bengaluru,150000,35,21,2700,89,Bronze,,Higher,
CUST101116,65,,Male,Ahmedabad,1125000,100,1,4600,18,Bronze,In-store,Higher,
CUST101117,21,,,Chennai,925000,74,15,2700,108,,,Lower,
CUST101118,47,,,Chennai,675000,94,17,3200,135,,Website,Lower,
CUST101119,28,,Female,Hyderabad,1775000,53,51,1600,310,,Website,Higher,
CUST101120,47,,Unknown,Pune,1125000,38,63,8800,67,Gold,In-store,Lower,
CUST101121,48,,Female,Kolkata,1075000,93,14,4500,93,Bronze,Mobile App,Higher,
CUST101122,41,,,Chennai,1325000,59,59,3000,138,,In-store,Lower,
CUST101123,NA,,Unknown,Ahmedabad,1500000,43,50,9600,189,Platinum,Online,Lower,
CUST101124,26,,Female,Pune,,4,34,2100,59,,In-store,Higher,
CUST101125,NA,,,Mumbai,1500000,5,6,10400,187,Bronze,In-store,Lower,
CUST101126,20,,Unknown,Mumbai,1400000,68,49,4400,235,Platinum,,Lower,
CUST101127,68,,Unknown,,1625000,100,6,2200,69,Gold,Website,Lower,
CUST101128,48,,,,325000,45,69,10100,98,Platinum,Online,Lower,
CUST101129,57,,Female,Pune,1825000,80,7,8800,8,Bronze,,Higher,
CUST101130,54,,,,,25,77,8100,311,Silver,Online,Lower,
CUST101131,53,,Male,Ahmedabad,1925000,78,51,1300,134,Platinum,In-store,Higher,
CUST101132,41,,Female,Kolkata,350000,11,1,5600,56,Bronze,,Higher,
CUST101133,48,,,Pune,175000,29,13,10000,360,,,Lower,
CUST101134,23,,Female,Chennai,1875000,34,43,2600,114,Silver,Online,Higher,
CUST101135,19,,Male,Kolkata,1600000,86,27,7200,88,Gold,Online,Higher,
CUST101136,37,,Male,,600000,14,71,1900,138,Gold,,Higher,
CUST101137,45,,Male,,825000,24,3,3000,108,,Online,Higher,
CUST101138,28,,,,1925000,59,58,5200,23,Gold,,Lower,
CUST101139,21,,,Kolkata,475000,39,17,9700,144,,Mobile App,Lower,
CUST101140,32,,Male,Mumbai,725000,26,45,10200,357,Gold,Online,Higher,
CUST101141,23,,Female,,1225000,43,78,5700,144,Gold,Website,Higher,
CUST101142,,,,,1525000,36,58,7500,56,Gold,,Lower,
CUST101143,66,,Female,Chennai,1400000,39,56,1200,108,,Website,Higher,
